name,image,distortion,level,MOS,MSE,RMSE,PSNR,SNR,WSNR,NQM,UQI,SSIM,MSSIM,VIF,"CQ(1,1)",GMSM,GMSD
i01_16_2.bmp,1.0,16.0,2.0,3,2,2,2,2,1,2,3,3,3,3,3,3,3
i01_16_3.bmp,1.0,16.0,3.0,2,1,1,1,1,1,2,3,3,3,3,3,3,3
i01_16_4.bmp,1.0,16.0,4.0,2,1,1,1,1,1,2,3,3,3,3,3,3,3
i01_16_5.bmp,1.0,16.0,5.0,2,1,1,1,1,1,2,2,2,2,3,2,3,2
i01_17_1.bmp,1.0,17.0,1.0,3,3,3,3,3,2,1,3,3,3,3,3,3,3
i01_17_2.bmp,1.0,17.0,2.0,3,3,3,3,3,1,1,3,3,3,3,3,2,3
i01_17_3.bmp,1.0,17.0,3.0,2,2,2,2,2,1,1,3,3,2,3,3,2,3
i01_17_4.bmp,1.0,17.0,4.0,3,1,1,1,1,1,1,3,2,2,3,2,1,3
i01_17_5.bmp,1.0,17.0,5.0,1,1,1,1,1,1,1,2,1,1,3,2,1,2
i01_18_1.bmp,1.0,18.0,1.0,2,3,3,3,3,2,2,3,3,3,3,3,3,3
i01_18_2.bmp,1.0,18.0,2.0,2,3,3,3,3,2,2,3,3,3,3,3,3,3
i01_18_3.bmp,1.0,18.0,3.0,1,2,2,2,2,2,2,3,2,2,2,3,3,3
i01_18_4.bmp,1.0,18.0,4.0,1,1,1,1,1,1,2,3,1,1,1,3,3,3
i01_18_5.bmp,1.0,18.0,5.0,1,1,1,1,1,1,1,3,1,1,1,3,3,3
i01_19_1.bmp,1.0,19.0,1.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
i01_19_2.bmp,1.0,19.0,2.0,3,3,3,3,3,3,3,3,2,3,2,3,2,3
i01_19_3.bmp,1.0,19.0,3.0,2,2,2,2,2,3,2,2,2,2,2,2,2,2
i01_19_4.bmp,1.0,19.0,4.0,2,1,1,1,1,2,2,2,1,2,1,2,2,2
i01_19_5.bmp,1.0,19.0,5.0,2,1,1,1,1,2,2,2,1,1,1,1,1,1
i01_20_1.bmp,1.0,20.0,1.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
i01_20_2.bmp,1.0,20.0,2.0,3,3,3,3,3,3,3,2,2,3,2,2,3,3
i01_20_3.bmp,1.0,20.0,3.0,3,2,2,2,2,3,3,2,2,3,2,2,2,3
i01_20_4.bmp,1.0,20.0,4.0,2,1,1,1,1,2,2,1,1,2,1,1,2,2
i01_20_5.bmp,1.0,20.0,5.0,2,1,1,1,1,2,1,1,1,1,1,1,1,1
i01_21_1.bmp,1.0,21.0,1.0,3,3,3,3,3,3,3,3,3,3,2,3,2,3
i01_21_2.bmp,1.0,21.0,2.0,3,2,2,2,3,2,2,2,2,2,2,2,2,2
i01_21_3.bmp,1.0,21.0,3.0,2,2,2,2,2,2,2,2,2,2,1,2,2,2
i01_21_4.bmp,1.0,21.0,4.0,2,1,1,1,1,2,1,2,1,1,1,1,1,1
i01_21_5.bmp,1.0,21.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i01_22_1.bmp,1.0,22.0,1.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
i01_22_2.bmp,1.0,22.0,2.0,2,3,3,3,3,2,2,3,2,3,2,2,2,2
i01_22_3.bmp,1.0,22.0,3.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
i01_22_4.bmp,1.0,22.0,4.0,1,2,2,2,2,2,1,2,1,2,1,1,1,1
i01_22_5.bmp,1.0,22.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i01_23_1.bmp,1.0,23.0,1.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
i01_23_2.bmp,1.0,23.0,2.0,3,2,2,2,2,3,3,3,2,2,2,3,3,3
i01_23_3.bmp,1.0,23.0,3.0,3,2,2,2,2,3,3,2,2,1,2,3,3,3
i01_23_4.bmp,1.0,23.0,4.0,2,1,1,1,1,2,2,2,1,1,1,2,2,2
i01_23_5.bmp,1.0,23.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i01_24_1.bmp,1.0,24.0,1.0,3,3,3,3,3,3,3,3,3,3,2,3,3,3
i01_24_2.bmp,1.0,24.0,2.0,3,3,3,3,3,3,3,2,2,3,2,2,2,2
i01_24_3.bmp,1.0,24.0,3.0,2,2,2,2,2,2,2,2,2,2,1,2,1,2
i01_24_4.bmp,1.0,24.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i01_24_5.bmp,1.0,24.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i02_01_1.bmp,2.0,1.0,1.0,3,3,3,3,3,3,3,2,3,3,3,2,3,3
i02_01_2.bmp,2.0,1.0,2.0,3,3,3,3,2,2,2,2,3,2,2,2,2,2
i02_01_3.bmp,2.0,1.0,3.0,2,2,2,2,2,2,2,1,3,2,2,1,2,2
i02_01_4.bmp,2.0,1.0,4.0,2,2,2,2,1,2,2,1,2,1,2,1,1,2
i02_01_5.bmp,2.0,1.0,5.0,2,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_02_1.bmp,2.0,2.0,1.0,3,3,3,3,3,3,3,2,3,3,3,3,3,3
i02_02_2.bmp,2.0,2.0,2.0,3,3,3,3,2,3,3,2,3,2,2,3,3,3
i02_02_3.bmp,2.0,2.0,3.0,3,2,2,2,2,3,2,1,3,2,2,2,3,3
i02_02_4.bmp,2.0,2.0,4.0,3,2,2,2,1,2,2,1,2,1,2,2,2,2
i02_02_5.bmp,2.0,2.0,5.0,2,1,1,1,1,2,2,1,2,1,1,1,2,2
i02_03_1.bmp,2.0,3.0,1.0,2,3,3,3,3,2,2,2,3,2,2,3,2,2
i02_03_2.bmp,2.0,3.0,2.0,2,3,3,3,2,2,1,2,3,2,2,2,1,2
i02_03_3.bmp,2.0,3.0,3.0,1,2,2,2,2,1,1,1,3,1,2,2,1,1
i02_03_4.bmp,2.0,3.0,4.0,1,2,2,2,1,1,1,1,2,1,1,1,1,1
i02_03_5.bmp,2.0,3.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_04_1.bmp,2.0,4.0,1.0,3,3,3,3,3,3,3,3,3,3,3,2,3,3
i02_04_2.bmp,2.0,4.0,2.0,3,3,3,3,2,3,3,2,3,3,3,2,3,3
i02_04_3.bmp,2.0,4.0,3.0,2,2,2,2,2,3,3,2,3,3,3,1,3,3
i02_04_4.bmp,2.0,4.0,4.0,2,2,2,2,1,2,2,1,2,2,2,1,3,3
i02_04_5.bmp,2.0,4.0,5.0,2,1,1,1,1,2,2,1,2,2,2,1,2,2
i02_05_1.bmp,2.0,5.0,1.0,3,3,3,3,3,3,3,2,3,3,3,2,3,3
i02_05_2.bmp,2.0,5.0,2.0,3,3,3,3,2,3,3,2,3,3,3,2,3,3
i02_05_3.bmp,2.0,5.0,3.0,3,2,2,2,1,3,2,1,3,2,2,1,2,2
i02_05_4.bmp,2.0,5.0,4.0,2,1,1,1,1,2,2,1,2,1,2,1,1,2
i02_05_5.bmp,2.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i02_06_1.bmp,2.0,6.0,1.0,2,3,3,3,3,3,3,3,3,3,3,2,3,2
i02_06_2.bmp,2.0,6.0,2.0,2,2,2,2,2,2,2,2,3,2,3,2,2,2
i02_06_3.bmp,2.0,6.0,3.0,1,2,2,2,1,2,2,2,3,2,2,1,2,1
i02_06_4.bmp,2.0,6.0,4.0,1,1,1,1,1,1,1,1,2,1,2,1,1,1
i02_06_5.bmp,2.0,6.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_07_1.bmp,2.0,7.0,1.0,3,3,3,3,3,2,2,2,3,3,3,2,2,3
i02_07_2.bmp,2.0,7.0,2.0,3,3,3,3,2,2,1,2,3,2,2,2,2,2
i02_07_3.bmp,2.0,7.0,3.0,1,2,2,2,2,2,2,1,3,2,2,2,1,2
i02_07_4.bmp,2.0,7.0,4.0,1,1,1,1,1,1,1,1,2,1,2,2,1,2
i02_07_5.bmp,2.0,7.0,5.0,1,1,1,1,1,1,1,1,2,1,2,1,1,1
i02_08_1.bmp,2.0,8.0,1.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
i02_08_2.bmp,2.0,8.0,2.0,2,3,3,3,3,3,2,3,3,3,3,2,3,3
i02_08_3.bmp,2.0,8.0,3.0,2,3,3,3,2,2,2,2,3,3,3,1,2,2
i02_08_4.bmp,2.0,8.0,4.0,1,2,2,2,2,1,1,1,3,2,2,1,1,1
i02_08_5.bmp,2.0,8.0,5.0,1,2,2,2,1,1,1,1,3,1,2,1,1,1
i02_09_1.bmp,2.0,9.0,1.0,3,3,3,3,3,3,2,2,3,3,3,2,2,3
i02_09_2.bmp,2.0,9.0,2.0,3,3,3,3,3,2,2,2,3,2,3,2,2,2
i02_09_3.bmp,2.0,9.0,3.0,2,3,3,3,2,2,2,1,3,2,2,1,1,2
i02_09_4.bmp,2.0,9.0,4.0,1,2,2,2,2,1,1,1,3,1,2,1,1,1
i02_09_5.bmp,2.0,9.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_10_1.bmp,2.0,10.0,1.0,3,3,3,3,3,3,3,2,3,3,3,2,3,3
i02_10_2.bmp,2.0,10.0,2.0,3,3,3,3,3,3,2,2,3,3,3,2,3,3
i02_10_3.bmp,2.0,10.0,3.0,3,3,3,3,2,2,2,1,3,2,2,1,2,2
i02_10_4.bmp,2.0,10.0,4.0,1,2,2,2,2,1,1,1,3,1,2,1,1,1
i02_10_5.bmp,2.0,10.0,5.0,1,2,2,2,1,1,1,1,3,1,2,1,1,1
i02_11_1.bmp,2.0,11.0,1.0,3,3,3,3,3,3,3,2,3,3,3,2,2,3
i02_11_2.bmp,2.0,11.0,2.0,2,3,3,3,2,2,2,1,3,2,2,1,2,2
i02_11_3.bmp,2.0,11.0,3.0,1,2,2,2,2,1,1,1,3,1,2,1,1,1
i02_11_4.bmp,2.0,11.0,4.0,1,2,2,2,1,1,1,1,2,1,2,1,1,1
i02_11_5.bmp,2.0,11.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_12_1.bmp,2.0,12.0,1.0,3,3,3,3,3,3,2,3,3,3,3,3,3,3
i02_12_2.bmp,2.0,12.0,2.0,2,3,3,3,2,2,3,2,3,2,3,1,2,2
i02_12_3.bmp,2.0,12.0,3.0,1,2,2,2,2,1,1,2,3,1,2,1,1,1
i02_12_4.bmp,2.0,12.0,4.0,1,1,1,1,1,1,1,1,2,1,2,1,1,1
i02_12_5.bmp,2.0,12.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_13_1.bmp,2.0,13.0,1.0,2,3,3,3,3,2,2,2,3,2,3,2,2,2
i02_13_2.bmp,2.0,13.0,2.0,2,3,3,3,2,2,2,2,3,2,3,1,1,1
i02_13_3.bmp,2.0,13.0,3.0,1,2,2,2,2,1,1,1,3,1,2,1,1,1
i02_13_4.bmp,2.0,13.0,4.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_13_5.bmp,2.0,13.0,5.0,1,1,1,1,1,1,1,1,2,1,2,1,1,1
i02_14_1.bmp,2.0,14.0,1.0,3,3,3,3,3,2,2,3,3,3,3,2,2,2
i02_14_2.bmp,2.0,14.0,2.0,3,3,3,3,3,2,2,3,3,3,3,2,3,2
i02_14_3.bmp,2.0,14.0,3.0,2,3,3,3,2,1,1,3,3,3,3,2,2,2
i02_14_4.bmp,2.0,14.0,4.0,3,2,2,2,2,1,1,3,3,2,3,1,2,1
i02_14_5.bmp,2.0,14.0,5.0,2,2,2,2,2,1,1,3,3,2,3,1,2,1
i02_15_1.bmp,2.0,15.0,1.0,1,2,2,2,2,1,1,3,3,2,3,2,2,1
i02_15_2.bmp,2.0,15.0,2.0,1,2,2,2,1,1,1,3,3,2,3,2,2,1
i02_15_3.bmp,2.0,15.0,3.0,1,2,2,2,1,1,1,3,3,2,3,2,2,1
i02_15_4.bmp,2.0,15.0,4.0,1,2,2,2,1,1,1,3,3,2,3,2,2,1
i02_15_5.bmp,2.0,15.0,5.0,2,2,2,2,1,1,1,3,3,3,3,2,3,2
i02_16_1.bmp,2.0,16.0,1.0,3,3,3,3,3,1,3,3,3,3,3,3,3,3
i02_16_2.bmp,2.0,16.0,2.0,3,2,2,2,2,1,2,3,3,3,3,3,3,3
i02_16_3.bmp,2.0,16.0,3.0,3,1,1,1,1,1,2,2,2,3,3,3,3,3
i02_16_4.bmp,2.0,16.0,4.0,2,1,1,1,1,1,1,3,2,3,3,3,3,3
i02_16_5.bmp,2.0,16.0,5.0,2,1,1,1,1,1,1,1,1,2,3,2,2,2
i02_17_1.bmp,2.0,17.0,1.0,3,3,3,3,3,2,2,3,3,3,3,3,3,3
i02_17_2.bmp,2.0,17.0,2.0,3,2,2,2,2,1,1,3,3,3,3,3,3,3
i02_17_3.bmp,2.0,17.0,3.0,2,2,2,2,1,1,1,3,3,3,3,3,2,3
i02_17_4.bmp,2.0,17.0,4.0,2,1,1,1,1,1,1,2,2,2,3,3,2,2
i02_17_5.bmp,2.0,17.0,5.0,1,1,1,1,1,1,1,2,1,1,3,2,1,2
i02_18_1.bmp,2.0,18.0,1.0,3,3,3,3,3,2,3,3,3,3,3,3,3,3
i02_18_2.bmp,2.0,18.0,2.0,3,3,3,3,2,1,2,3,3,3,3,3,3,3
i02_18_3.bmp,2.0,18.0,3.0,2,2,2,2,2,1,2,3,3,3,3,3,3,3
i02_18_4.bmp,2.0,18.0,4.0,2,1,1,1,1,1,2,3,2,3,3,3,3,3
i02_18_5.bmp,2.0,18.0,5.0,2,1,1,1,1,1,2,3,2,2,3,3,3,3
i02_19_1.bmp,2.0,19.0,1.0,3,3,3,3,3,3,3,2,3,3,3,2,3,3
i02_19_2.bmp,2.0,19.0,2.0,3,3,3,3,2,3,3,2,3,3,3,2,2,3
i02_19_3.bmp,2.0,19.0,3.0,2,2,2,2,2,2,2,2,3,2,2,1,2,2
i02_19_4.bmp,2.0,19.0,4.0,2,1,1,1,1,2,2,1,2,2,2,1,1,2
i02_19_5.bmp,2.0,19.0,5.0,1,1,1,1,1,2,2,1,2,2,1,1,1,1
i02_20_1.bmp,2.0,20.0,1.0,3,3,3,3,3,3,3,2,3,3,3,2,3,3
i02_20_2.bmp,2.0,20.0,2.0,3,3,3,3,2,3,2,1,3,2,2,1,2,3
i02_20_3.bmp,2.0,20.0,3.0,3,2,2,2,2,2,2,1,3,1,2,1,2,2
i02_20_4.bmp,2.0,20.0,4.0,2,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_20_5.bmp,2.0,20.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_21_1.bmp,2.0,21.0,1.0,3,3,3,3,3,2,2,2,3,2,3,2,2,2
i02_21_2.bmp,2.0,21.0,2.0,3,3,3,3,2,2,2,1,3,2,2,1,2,2
i02_21_3.bmp,2.0,21.0,3.0,2,2,2,2,2,1,1,1,3,1,2,1,1,2
i02_21_4.bmp,2.0,21.0,4.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_21_5.bmp,2.0,21.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_22_1.bmp,2.0,22.0,1.0,3,3,3,3,3,2,2,2,3,3,3,2,3,3
i02_22_2.bmp,2.0,22.0,2.0,2,3,3,3,2,2,2,2,3,3,3,1,2,2
i02_22_3.bmp,2.0,22.0,3.0,2,2,2,2,2,2,2,1,3,2,2,1,2,2
i02_22_4.bmp,2.0,22.0,4.0,1,2,2,2,1,1,1,1,2,2,2,1,1,1
i02_22_5.bmp,2.0,22.0,5.0,1,1,1,1,1,1,1,1,2,1,2,1,1,1
i02_23_1.bmp,2.0,23.0,1.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
i02_23_2.bmp,2.0,23.0,2.0,3,2,2,2,2,2,3,2,3,2,3,2,2,2
i02_23_3.bmp,2.0,23.0,3.0,1,2,2,2,1,1,1,1,3,1,2,1,1,1
i02_23_4.bmp,2.0,23.0,4.0,1,1,1,1,1,1,1,1,2,1,2,1,1,1
i02_23_5.bmp,2.0,23.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i02_24_1.bmp,2.0,24.0,1.0,3,3,3,3,3,2,3,2,3,3,3,2,2,2
i02_24_2.bmp,2.0,24.0,2.0,2,3,3,3,2,2,2,1,3,2,2,1,1,2
i02_24_3.bmp,2.0,24.0,3.0,1,2,2,2,2,1,1,1,3,1,2,1,1,1
i02_24_4.bmp,2.0,24.0,4.0,1,2,2,2,1,1,1,1,3,1,2,1,1,1
i02_24_5.bmp,2.0,24.0,5.0,1,1,1,1,1,1,1,1,2,1,1,1,1,1
i03_01_1.bmp,3.0,1.0,1.0,3,3,3,3,3,3,3,1,2,3,3,2,2,3
i03_01_2.bmp,3.0,1.0,2.0,2,3,3,3,2,3,3,1,2,2,2,2,2,2
i03_01_3.bmp,3.0,1.0,3.0,2,2,2,2,2,2,2,1,1,2,2,1,2,2
i03_01_4.bmp,3.0,1.0,4.0,2,2,2,2,1,2,2,1,1,1,2,1,1,1
i03_01_5.bmp,3.0,1.0,5.0,1,1,1,1,1,2,2,1,1,1,1,1,1,1
i03_02_1.bmp,3.0,2.0,1.0,3,3,3,3,3,3,3,1,2,2,3,3,3,3
i03_02_2.bmp,3.0,2.0,2.0,3,3,3,3,2,3,3,1,2,2,2,2,3,3
i03_02_3.bmp,3.0,2.0,3.0,3,2,2,2,2,3,3,1,1,1,2,2,2,3
i03_02_4.bmp,3.0,2.0,4.0,2,2,2,2,1,2,2,1,1,1,1,2,2,2
i03_02_5.bmp,3.0,2.0,5.0,2,1,1,1,1,2,2,1,1,1,1,1,1,2
i03_03_1.bmp,3.0,3.0,1.0,2,3,3,3,3,2,2,1,2,2,2,2,1,2
i03_03_2.bmp,3.0,3.0,2.0,2,3,3,3,2,2,2,1,2,1,2,2,1,1
i03_03_3.bmp,3.0,3.0,3.0,1,2,2,2,2,2,1,1,1,1,1,1,1,1
i03_03_4.bmp,3.0,3.0,4.0,1,2,2,2,1,1,1,1,1,1,1,1,1,1
i03_03_5.bmp,3.0,3.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i03_04_1.bmp,3.0,4.0,1.0,3,3,3,3,3,3,3,3,3,3,3,2,3,3
i03_04_2.bmp,3.0,4.0,2.0,3,2,2,2,2,3,3,2,3,3,3,2,3,3
i03_04_3.bmp,3.0,4.0,3.0,2,2,2,2,2,3,3,2,2,3,3,1,3,3
i03_04_4.bmp,3.0,4.0,4.0,2,2,2,2,1,3,2,1,2,3,2,1,3,3
i03_04_5.bmp,3.0,4.0,5.0,1,1,1,1,1,2,2,1,2,2,2,1,2,2
i03_05_1.bmp,3.0,5.0,1.0,3,3,3,3,3,3,3,1,2,3,3,2,3,3
i03_05_2.bmp,3.0,5.0,2.0,3,3,3,3,2,3,3,1,2,2,3,2,3,3
i03_05_3.bmp,3.0,5.0,3.0,3,2,2,2,1,3,3,1,1,2,2,1,2,2
i03_05_4.bmp,3.0,5.0,4.0,2,1,1,1,1,2,2,1,1,1,1,1,1,2
i03_05_5.bmp,3.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i03_06_1.bmp,3.0,6.0,1.0,2,3,3,3,3,3,3,3,3,3,3,2,2,2
i03_06_2.bmp,3.0,6.0,2.0,2,2,2,2,2,3,3,2,2,2,3,1,2,2
i03_06_3.bmp,3.0,6.0,3.0,2,2,2,2,2,2,2,2,2,2,2,1,2,2
i03_06_4.bmp,3.0,6.0,4.0,1,1,1,1,1,2,2,1,1,1,2,1,1,1
i03_06_5.bmp,3.0,6.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
i03_07_1.bmp,3.0,7.0,1.0,2,3,3,3,3,2,2,1,3,2,3,2,2,2
